CODE,NEDERLANDSE OMSCHRIJVING ,ENGELSE OMSCHRIJVING
9004101,"Exploitatie van schouwburgen, theaters, concertzalen, music-halls, cabarets en andere accomodaties voor podiumkunst","Operation of concert halls, theatre, music halls, cabarets and other theatres"
9004102,Exploitatie van geluidsopnamestudio's voor rekening van derden,Operation of sound recording studios for third parties
90042,Exploitatie van culturele centra en multifunctionele zalen ten behoeve van culturele activiteiten,Management of cultural centres and multifunctional rooms with a cultural aspect
9004201,Beheer en exploitatie van culturele centra,Management and operation of cultural centres
9004202,"Beheer en exploitatie van multifunctionele centra en evenementenhallen, overwegend ten behoeve van de scheppende en uitvoerende kunst","Management and operation of multi-purpose centres, mainly for drama and music activities"
91,"Bibliotheken, archieven, musea en overige culturele activiteiten","Libraries, archives, museums and other cultural activities"
910,"Bibliotheken, archieven, musea en overige culturele activiteiten","Libraries, archives, museums and other cultural activities"
9101,Bibliotheken en archieven,Library and archives activities
91011,"Bibliotheken,mediatheken en ludotheken","Management of libraries, multimedia libraries and toy libraries"
9101101,Opzoeken en bijeenbrengen van een al dan niet gespecialiseerde collectie,Research and management of specialised and non-specialised collections
9101102,Samenstellen van catalogi,Establishment of catalogues
9101103,"Uitlenen van boeken, kaarten, tijdschriften, films, grammofoonplaten, CD's, banden, kunstwerken, enz.","Preparing for storage of books, cards, periodicals, films, records, magnetic tapes, works of art, etc."
9101104,Opzoeken van informatie op verzoek,Research activities to respond to requests for information
91012,Openbare archieven,Management of public archives
9101201,Bijhouden van historische archieven,Holding of historical archives
9102,Musea,Museums activities
91020,Musea,Museums activities
9102001,"Exploitatie van musea, inclusief openluchtmusea : kunstmusea, musea van sieraden, meubelen, kleding, aardewerk, zilverwerk, enz.; natuurhistorische musea, musea voor wetenschappen en techniek, enz.","Museums activities, including open-air museums: museums of art, goldsmithery, furniture, costumes, ceramics, silverware, etc. ; natural history museums, science and technology, etc."
9103,Exploitatie van monumenten en dergelijke toeristenattracties,Operation of historical sites and buildings and similar visitor attractions
91030,Exploitatie van monumenten en dergelijke toeristenattracties,Operation of historical sites and buildings and similar visitor attractions
9103001,Instandhouding (inclusief opgravingswerken) van historische plaatsen en gebouwen,Preservation of sites (including excavations) and historic buildings
9103002,Monumentenzorg,Conservation of historical monuments
9104,"Botanische tuinen, dierentuinen en natuurreservaten",Botanical and zoological gardens and nature reserves activities
91041,Botanische tuinen en dierentuinen,Botanical and zoological garden services
9104101,"Exploitatie van botanische tuinen, dierentuinen, kinderboerderijen, natuur- en wildreservaten","Botanical and zoological garden services, zoos for children, nature reserves and parks, including the protection of flora and fauna"
91042,Beheer en instandhouding  van natuurgebieden,Management and conservation of natural sites
9104201,Instandhouding van het natuurlijk patrimonium,Conservation of natural heritage
9104202,Exploitatie van overige toeristische bezienswaardigheden (grotten en dergelijke),Operation of other tourist attractions (caves and similar)
92,Loterijen en kansspelen,Gambling and betting activities
920,Loterijen en kansspelen,Gambling and betting activities
9200,Loterijen en kansspelen,Gambling and betting activities
92000,Loterijen en kansspelen,Gambling and betting activities
9200001,"Organisatie van loterijen, lotto's, pronostieken, weddingschappen, enz.","Organisation of lotteries, lottos, forecasting, pool betting activities, etc."
9200002,Exploitatie van casino's en speelzalen,Operation of casinos and gambling halls
9200003,"Exploitatie van gokautomaten en dergelijke, waarbij de winst onder de vorm van speciën uitgekeerd wordt",Cash-based slot machine operations
9200004,"Activiteiten i.v.m. de verkoop van loterijbriefjes, het afleveren en inzamelen van deelnemingsformulieren, enz.","Activities related to the trade of lottery tickets, distribution and collection of tickets, etc."
93,"Sport, ontspanning en recreatie",Sports activities and amusement and recreation activities
931,Sport,Sports activities
9311,Exploitatie van sportaccommodaties,Operation of sports arenas and stadiums
93110,Exploitatie van sportaccommodaties,Operation of sports arenas and stadiums
9311001,Beheer en  exploitatie van sportcentra die kunnen gebruikt worden voor de beoefening van diverse sporten en disciplines,Management and operation of sports centres for hosting sporting events or disciplines of any kind
9311002,"Beheer en exploitatie van multifunctionele centra, overwegend gebruikt voor sportbeoefening","Management and operation of multi-purpose centres, mainly intended for the practice of sport"
9311011,"Exploitatie van voetbalstadions, zwembaden, atletiekbanen, golfbanen, tennisvelden, schaatsbanen, schietstanden, bowlings, gespecialiseerde zalen en arena's, enz.","Operation of football stadiums, swimming pools, athletic stadiums, bowling facilities, golf courses, tennis courts, skating rinks, shooting ranges, specialised halls and arenas, etc."
9311012,Vlieghavens voor sportvliegtuigen,Operation of tourist aerodromes
9311013,"Exploitatie van visvijvers, paardenrenbanen en manèges","Operation of fish ponds, racecourses and rides"
9311014,"Racecircuits, velodrooms, enz.","Operation of race tracks, velodromes, etc."
9311021,"Organisatie en uitvoering van sportevenementen : voetbal, wielrennen, bowling, zwemmen, golf, boksen, worstelen, en andere vechtsporten, bodybuilding, wintersporten, enz.","Organisation and management of sports activities: soccer, cycling, bowling, swimming, golf, boxing, wrestling and other martial arts, body building, winter sports associations, etc."
9312,Sportclubs,Activities of sport clubs
93121,Activiteiten van voetbalclubs,Activities of football clubs
93122,Activiteiten van tennisclubs,Activities of tennis clubs
93123,Activiteiten van overige balsportclubs,Activities of clubs of other ball sports
93124,Activiteiten van wielerclubs,Cycling club activities
93125,Activiteiten van vechtsportclubs,Activities of combat sports clubs
93126,Activiteiten van watersportclubs,Activities of water sports clubs
93127,Activiteiten van paardensportclubs,Activities of equestrian clubs
93128,Activiteiten van atletiekclubs,Activities of athletic clubs
93129,Activiteiten van overige sportclubs,Activities of other sport clubs
9312901,"Activiteiten i.v.m. sportwedstrijden met dieren (paarden, windhonden, duiven,enz.)","Activities related to races and contests of animals (horses, greyhounds, pigeons, etc.)"
9312902,"Activiteiten i.v.m. mechanische sporten (auto's, motorrijwielen, karts, enz.","Activities related to mechanical sports (cars, motorcycles, karts, etc.)"
9312903,Jacht en de visvangst als sport of recreatie,Practice of hunting and fishing as sports or leisure activities
9312904,"Activiteiten i.v.m. zeilwedstrijden, waterski, jetski, deltavliegen, zweefvliegen, vliegen met ULM's, met sportof toerismevliegtuigen, enz.","Activities related to regattas, water skiing, jet skiing, hang-gliding, gliding, micro lighting, sightseeing or sports, etc."
9313,Fitnesscentra,Fitness facilities
93130,Fitnesscentra,Fitness facilities
9313001,"Exploitatie van gymnastiekzalen, fitnesscentra, centra voor de beoefening van aerobic, bodybuilding, enz. inclusief de begeleiding van de clientèle op sportief gebied","Operation of gymnasiums and fitness centres, weight training, aerobics, body-building, etc., including support for customers in sports"
9319,Overige sport,Other sports activities
93191,Activiteiten van sportbonden en -federaties,Activities of leagues and sports federations
93192,Zelfstandig werkende sportbeoefenaars,Activities of independent athletes
93199,"Overige sportactiviteiten, n.e.g.",Other sporting activities n.e.c.
9319901,"Promotie en organisatie van sportevenementen, als zelfstandige activiteit of voor rekening van derden",Promotion and organisation of sporting events for own account and on behalf of third parties
9319902,Ondersteunende diensten i.v.m. de sportbeoefening,Related service activities
932,Ontspanning en recreatie,Amusement and recreation activities
9321,Kermisattracties en pret- en themaparken,"Activities of fair, amusement and theme parks"
93211,Exploitatie van kermisattracties,Fairground activities
9321101,Kermisattracties,Fairground attractions
93212,Exploitatie van pret- en themaparken,Activities of fair parks and theme parks
9321201,Exploitatie van pretparken,Operation of amusement parks
9329,Overige ontspanning en recreatie,Other amusement and recreation activities
93291,Exploitatie van snooker- en biljartenzalen,Operation of billiards and snooker rooms
9329101,Exploitatie van snooker- en biljartzaal,Operation of billiard rooms
93292,Exploitatie van recreatiedomeinen,Operation of recreational areas
9329201,"Exploitatie van al dan niet automatische spelen (flippers, elektronische spelen, enz.) waarbij in beginsel geen winst onder de vorm van speciën uitgekeerd wordt","Operation of games, automatic or not (pinball machines, electronic games, table football, etc.) in principle without gain of money"
